[27-Sep-2023 10:05:09 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:05:09 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:05:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:05:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:07:30 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:07:30 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-broker.php on line 13
[27-Sep-2023 10:36:58 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:36:58 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:38:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:38:48 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:38:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:38:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:50:37 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 10:50:37 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:13:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:13:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:13:53 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:13:53 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:14:20 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:14:20 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:16:43 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:16:43 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:39:34 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 11:39:34 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 14:03:25 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[27-Sep-2023 14:03:25 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 03:23:39 UTC] Cron reschedule event error for hook: action_scheduler_run_queue, Error code: invalid_schedule, Error message: Event schedule does not exist., Data: {"schedule":"every_minute","args":["WP Cron"],"interval":60}
[28-Sep-2023 03:42:08 UTC] Cron reschedule event error for hook: wp_nf_update_fields_cron, Error code: invalid_schedule, Error message: Event schedule does not exist., Data: {"schedule":"wp_nf_update_fields_cron_interval","args":[],"interval":300}
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "seq_num" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 271
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "seq_num" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 272
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 359
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 360
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 359
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 360
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 359
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 360
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 359
[28-Sep-2023 03:42:46 UTC] PHP Warning:  Undefined array key "updated_at" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 360
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "id" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "required" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "required" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "default" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "default" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "label_pos" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "label_pos" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 456
[28-Sep-2023 03:42:47 UTC] PHP Warning:  Undefined array key "personally_identifiable" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/plugins/ninja-forms/includes/Admin/Processes/ImportForm.php on line 457
[28-Sep-2023 03:42:52 UTC] PHP Warning:  Undefined array key "vertical" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-page-header.php on line 15
[28-Sep-2023 03:42:52 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 03:42:52 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 03:46:18 UTC] PHP Warning:  Undefined array key "vertical" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-page-header.php on line 15
[28-Sep-2023 03:46:18 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 03:46:18 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 03:52:52 UTC] Cron reschedule event error for hook: action_scheduler_run_queue, Error code: invalid_schedule, Error message: Event schedule does not exist., Data: {"schedule":"every_minute","args":["WP Cron"],"interval":60}
[28-Sep-2023 04:00:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 04:00:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 04:09:36 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 04:09:36 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:17:28 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:17:28 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:22:53 UTC] PHP Warning:  Undefined array key "url" in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-contact-form.php on line 9
[28-Sep-2023 06:30:46 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 26
[28-Sep-2023 06:30:46 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 31
[28-Sep-2023 06:31:12 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 26
[28-Sep-2023 06:31:12 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 31
[28-Sep-2023 06:56:57 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:56:57 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:59:36 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 06:59:36 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 07:00:10 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 07:00:10 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 07:00:25 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
